timestamp,open,high,low,close,volume
2024-11-24 00:00:00,97668.1,97778.78,97479,97767,5.66267179
2024-11-24 00:01:00,97767.04,97818.53,97479,97805.33,7.22516786
2024-11-24 00:02:00,97805.49,97875.1,97531,97848.87,5.89201396
2024-11-24 00:03:00,97848.88,97850.32,97554,97820.07,5.90880144
2024-11-24 00:04:00,97820.07,97827.24,97538,97805.12,2.85544434
2024-11-24 00:05:00,97805.12,97878.07,97525,97878.06,6.71723401
2024-11-24 00:06:00,97878.06,97880.41,97580,97843.18,7.60674721
2024-11-24 00:07:00,97843.17,97850.47,97539,97825.01,3.74076981
2024-11-24 00:08:00,97782.5,97891.56,97545,97598,2.96156483
2024-11-24 00:09:00,97883.01,97909.07,97599,97812.4,7.24870678
2024-11-24 00:10:00,97902.45,97940.65,97612,97934.63,5.37552335
2024-11-24 00:11:00,97934.63,98022.36,97638,97991.2,14.95671318
2024-11-24 00:12:00,97990.77,97991.59,97684,97952.35,4.49805228
2024-11-24 00:13:00,97933.4,97957.47,97685,97934.8,7.07182835
2024-11-24 00:14:00,97934.8,97946.41,97670,97916.96,3.39821009
2024-11-24 00:15:00,97916.96,97982.64,97640,97962.22,4.52573148
2024-11-24 00:16:00,97969.23,97989.98,97684,97967.02,5.8011702
2024-11-24 00:17:00,97967.02,98020.34,97684,98010.48,8.33371225
2024-11-24 00:18:00,98009.84,98039.2,97721,98015.42,5.40604237
2024-11-24 00:19:00,98014.64,98025.63,97738,98012.02,3.45878822
2024-11-24 00:20:00,98012.02,98047.78,97741,97989.8,5.78651438
2024-11-24 00:21:00,98039.54,98058.52,97757,98040.34,3.86640768
2024-11-24 00:22:00,98040.33,98100.3,97754,97812,6.44449573
2024-11-24 00:23:00,98078.64,98089.4,97768,98042.8,3.50946426
2024-11-24 00:24:00,98034.28,98042.42,97766,98029.4,3.03777537
2024-11-24 00:25:00,98029.49,98091.72,97767,98040.65,4.91287407
2024-11-24 00:26:00,98040.64,98112.78,97807,98104.87,6.72654582
2024-11-24 00:27:00,98104.87,98109,97812,98081.17,3.05942745
2024-11-24 00:28:00,98086.47,98100.37,97812,98099.09,2.87343065
2024-11-24 00:29:00,98090.44,98106.95,97811,98106.41,5.03706901
2024-11-24 00:30:00,98040.5,98106.93,97827,98062.52,9.52105088
2024-11-24 00:31:00,98062.53,98070.24,97811,98035.34,5.7756781
2024-11-24 00:32:00,98035.33,98060.47,97811,98044.18,3.44780974
2024-11-24 00:33:00,98044.2,98053.08,97811,98004.44,7.40611336
2024-11-24 00:34:00,98012.02,98016.1,97807,97989.46,11.55223371
2024-11-24 00:35:00,97989.46,98008.1,97711,97939.04,5.21798395
2024-11-24 00:36:00,97932,97989.8,97712,97958,5.35215452
2024-11-24 00:37:00,97960.65,97975.71,97711,97942.65,6.46609373
2024-11-24 00:38:00,97942.74,97942.74,97711,97880.57,8.81514101
2024-11-24 00:39:00,97767.5,97912.09,97711,97888.11,6.1623809
2024-11-24 00:40:00,97887.93,97976.05,97693,97966.33,4.7963387
2024-11-24 00:41:00,97966.34,97988.68,97853.9,97888.1,4.58987307
2024-11-24 00:42:00,97960.09,97960.09,97712,97918.7,6.73453674
2024-11-24 00:43:00,97921.17,97960.09,97700,97949.74,5.31054235
2024-11-24 00:44:00,97949.73,97957,97922.7,97928.01,4.4014474
2024-11-24 00:45:00,97928.02,97949.99,97629,97949.99,5.69498463
2024-11-24 00:46:00,97947.76,97984.04,97696,97955.76,3.27929715
2024-11-24 00:47:00,97955.69,97992.34,97702,97992.34,4.65564822
2024-11-24 00:48:00,97938.1,98019.2,97724,98007.76,2.50184259
2024-11-24 00:49:00,98009.42,98023.47,97745,98009.8,2.66480739
2024-11-24 00:50:00,98014.76,98029.55,97731,98020.15,3.7362461
2024-11-24 00:51:00,98020.15,98020.23,97715,97953,4.3565609
2024-11-24 00:52:00,97955.76,97966.21,97715,97965.99,3.0911064
2024-11-24 00:53:00,97965.67,97990.37,97708,97985.43,1.62516635
2024-11-24 00:54:00,97985.43,98085.88,97714,98050.54,8.68014113
2024-11-24 00:55:00,98050.56,98072.78,97785,98052.96,3.40914573
2024-11-24 00:56:00,98052.96,98070.75,97779,98061.16,2.72642262
2024-11-24 00:57:00,98061.16,98073.53,97785,98038.23,4.63833805
2024-11-24 00:58:00,97811,98038.24,97811,98023.5,3.30916423
2024-11-24 00:59:00,98000,98047.09,97811,98029.78,2.73949362
2024-11-24 01:00:00,98037.91,98065.37,97787,98055.94,3.98084875
2024-11-24 01:01:00,98055.94,98100,97796,98099.98,2.64022241
2024-11-24 01:02:00,98100,98126.81,97827,98101.84,4.76341897
2024-11-24 01:03:00,98087.41,98121.58,97834,98115.01,8.9264722
2024-11-24 01:04:00,98115,98133.07,97835,98060.18,4.30015852
