timestamp,open,high,low,close,volume
2024-09-30 04:00:00,571.5000,571.6000,571.5000,571.6000,1272
2024-09-30 04:01:00,571.5700,571.5800,571.5000,571.5000,1510
2024-09-30 04:03:00,571.4300,571.5300,571.4100,571.5300,659
2024-09-30 04:04:00,571.3300,571.3300,571.3300,571.3300,330
2024-09-30 04:05:00,571.3400,571.3400,571.2300,571.2300,2398
2024-09-30 04:06:00,571.3900,571.3900,571.2800,571.2800,250
2024-09-30 04:07:00,571.1600,571.1600,571.1600,571.1600,100
2024-09-30 04:08:00,571.0800,571.0800,571.0800,571.0800,187
2024-09-30 04:09:00,571.1600,571.1600,571.1600,571.1600,540
2024-09-30 04:11:00,571.1100,571.1100,571.1100,571.1100,167
2024-09-30 04:13:00,571.0800,571.0800,571.0800,571.0800,106
2024-09-30 04:14:00,571.1900,571.1900,571.1900,571.1900,100
2024-09-30 04:15:00,571.0000,571.0000,570.8900,570.8900,757
2024-09-30 04:16:00,570.8800,571.0500,570.8800,571.0500,661
2024-09-30 04:17:00,571.0000,571.0000,571.0000,571.0000,370
2024-09-30 04:20:00,570.9100,570.9100,570.9000,570.9000,287
2024-09-30 04:23:00,570.9900,570.9900,570.9900,570.9900,1480
2024-09-30 04:24:00,571.0900,571.1700,571.0900,571.1600,429
2024-09-30 04:25:00,571.2700,571.2700,571.2700,571.2700,776
2024-09-30 04:26:00,571.4400,571.4400,571.4400,571.4400,187
2024-09-30 04:28:00,571.3900,571.3900,571.3900,571.3900,200
2024-09-30 04:31:00,570.9400,570.9400,570.9400,570.9400,110
2024-09-30 04:33:00,570.8500,570.9900,570.8500,570.9900,200
2024-09-30 04:35:00,570.9600,571.0300,570.9600,571.0300,440
2024-09-30 04:36:00,571.2000,571.2000,571.2000,571.2000,104
2024-09-30 04:37:00,571.2600,571.2600,571.2600,571.2600,138
2024-09-30 04:38:00,571.2200,571.2200,571.2200,571.2200,111
2024-09-30 04:39:00,571.2300,571.2300,571.2300,571.2300,100
2024-09-30 04:40:00,571.1400,571.1400,571.1400,571.1400,100
2024-09-30 04:41:00,571.1200,571.2000,571.1200,571.1900,806
2024-09-30 04:42:00,571.2200,571.3300,571.2200,571.3300,400
2024-09-30 04:44:00,571.2400,571.2400,571.2400,571.2400,100
2024-09-30 04:48:00,571.1100,571.1100,571.0100,571.0100,10200
