timestamp,open,high,low,close,volume
2014-11-28 04:00:00,47.95,48.195,47.61,47.81,21534430
2014-12-01 04:00:00,47.88,48.78,47.71,48.62,31187680
2014-12-02 04:00:00,48.84,49.05,48.2,48.46,25768100
2014-12-03 04:00:00,48.44,48.5,47.805,48.08,23528130
2014-12-04 04:00:00,48.39,49.06,48.2,48.84,30342050
2014-12-05 04:00:00,48.82,48.97,48.38,48.42,26705270
2014-12-08 04:00:00,48.26,48.35,47.445,47.695,26652610
2014-12-09 04:00:00,47.11,47.92,47.05,47.59,24326090
2014-12-10 04:00:00,47.58,47.66,46.7001,46.9,30284690
2014-12-11 04:00:00,47.08,47.74,46.68,47.17,29060360
2014-12-12 04:00:00,46.78,47.73,46.67,46.95,34247280
2014-12-15 04:00:00,47.2,47.67,46.55,46.67,29213490
2014-12-16 04:00:00,45.9,46.34,45.13,45.16,47764300
2014-12-17 04:00:00,45.05,45.945,44.9,45.74,34967260
2014-12-18 04:00:00,46.58,47.52,46.3386,47.52,40031480
2014-12-19 04:00:00,47.63,48.1,47.17,47.66,64504160
2014-12-22 04:00:00,47.78,48.12,47.71,47.98,26561880
2014-12-23 04:00:00,48.37,48.8,48.13,48.45,23654190
2014-12-24 04:00:00,48.64,48.64,48.08,48.14,11442790
2014-12-26 04:00:00,48.41,48.41,47.82,47.88,13197120
2014-12-29 04:00:00,47.7,47.78,47.26,47.45,14417170
2014-12-30 04:00:00,47.44,47.62,46.84,47.02,16380820
2014-12-31 04:00:00,46.73,47.44,46.45,46.45,21551090
2015-01-02 04:00:00,46.66,47.42,46.54,46.76,27843560
2015-01-05 04:00:00,46.37,46.73,46.25,46.325,39667400
2015-01-06 04:00:00,46.38,46.749,45.54,45.65,36434980
2015-01-07 04:00:00,45.98,46.46,45.49,46.23,29103920
2015-01-08 04:00:00,46.75,47.7499,46.72,47.59,29634030
2015-01-09 04:00:00,47.61,47.82,46.9,47.19,23942750
2015-01-12 04:00:00,47.42,47.54,46.36,46.6,23623970
2015-01-13 04:00:00,46.97,47.91,46.06,46.355,35258300
2015-01-14 04:00:00,45.96,46.24,45.62,45.955,29713190
2015-01-15 04:00:00,46.22,46.38,45.41,45.48,32744260
